unit_code;cocunut;tiger_asset_class_id;min_exposure;min_co_exposure_threshold;min_turnover;min_turnover_threshold
RBHU;290121;6;169631;1238000;5420000;4136000
RBHU;89187;6;354384;1238000;4480000;4136000
RBHU;1487333;6;3;1238000;6040000;4136000
RBHU;1996904;6;355675;1238000;5890000;4136000
RBHU;442751;6;3;1238000;6300000;4136000
RBHU;660156;6;2;1238000;4550000;4136000
RBHU;1395226;6;226728;1238000;9030000;4136000
RBHU;699885;6;281473;1238000;5050000;4136000
RBHU;1341655;6;256347;1238000;5820000;4136000
RBHU;644828;6;1260003;1238000;4660000;4136000
RBHU;673930;6;304450;1238000;7610000;4136000
RBHU;75373;6;583725;1238000;4190000;4136000
RBHU;230548;6;78;1238000;2021710000;4136000
RBHU;1570908;6;112005;1238000;4940000;4136000
RBHU;2292918;6;624179;1238000;5190000;4136000
RBHU;1322751;6;207699;1238000;4170000;4136000
RBHU;1515239;6;149674;1238000;4940000;4136000
RBHU;469277;6;180456;1238000;7140000;4136000
RBHU;345023;6;37592;1238000;6300000;4136000
RBHU;321417;6;649403;1238000;4830000;4136000
RBHU;745054;6;228953;1238000;4900000;4136000
RBHU;869609;6;23;1238000;7310000;4136000
RBHU;318506;6;17032;1238000;5140000;4136000
RBHU;448503;6;50813;1238000;5480000;4136000
RBHU;710984;6;601163;1238000;4580000;4136000
RBHU;1529272;6;592834;1238000;6830000;4136000
RBHU;84993;6;465075;1238000;4520000;4136000
RBHU;2199166;6;69138;1238000;4600000;4136000
RBHU;1976139;6;581733;1238000;5090000;4136000
RBHU;197132;6;901121;1238000;4490000;4136000
RBHU;74913;6;530519;1238000;4340000;4136000
RBHU;781492;6;74837;1238000;6280000;4136000
RBHU;2198255;6;30617;1238000;5180000;4136000
RBHU;786801;6;3;1238000;5240000;4136000
RBHU;665625;6;15;1238000;23900000;4136000
RBHU;749098;6;228007;1238000;6780000;4136000
RBHU;184448;6;112258;1238000;5190000;4136000
RBHU;688596;6;24946;1238000;5190000;4136000
RBHU;1497763;6;74837;1238000;6490000;4136000
RBHU;950935;6;49891;1238000;5240000;4136000
RBHU;1892492;6;75869;1238000;5480000;4136000
RBHU;2270428;6;326647;1238000;4170000;4136000
RBHU;684398;6;2;1238000;7100000;4136000
RBHU;665853;6;29;1238000;5480000;4136000
RBHU;184993;6;74837;1238000;4540000;4136000
RBHU;948717;6;735902;1238000;6170000;4136000
RBHU;2263123;6;187657;1238000;10330000;4136000
RBHU;662178;6;287933;1238000;7610000;4136000
RBHU;125881;6;2;1238000;4550000;4136000
RBHU;1485951;6;560732;1238000;4570000;4136000
RBHU;90478;6;275712;1238000;7310000;4136000
RBHU;948712;6;834758;1238000;6040000;4136000
RBHU;1340618;6;543865;1238000;4820000;4136000
RBHU;1809893;6;182919;1238000;5750000;4136000
RBHU;2101459;6;785197;1238000;9240000;4136000
RBHU;627696;6;3742;1238000;4760000;4136000
RBHU;660606;6;14;1238000;5280000;4136000
RBHU;810921;6;130846;1238000;4150000;4136000
RBHU;134801;6;310466;1238000;4990000;4136000
RBHU;182055;6;249457;1238000;5130000;4136000
RBHU;627823;6;9355;1238000;4760000;4136000
RBHU;1612187;6;274405;1238000;4380000;4136000
RBHU;1335241;6;2;1238000;4490000;4136000
RBHU;193063;6;74837;1238000;6870000;4136000
RBHU;168842;6;597425;1238000;4900000;4136000
RBHU;1241394;6;683607;1238000;5740000;4136000
RBHU;2282508;6;250626;1238000;8390000;4136000
RBHU;74853;6;2;1238000;28209100000;4136000
RBHU;599997;6;174620;1238000;5480000;4136000
RBHU;1034042;6;873101;1238000;5460000;4136000
RBHU;168348;6;147785;1238000;9460000;4136000
RBHU;1826809;6;181894;1238000;4640000;4136000
RBHU;1877908;6;494312;1238000;7270000;4136000
RBHU;671582;6;250911;1238000;7490000;4136000
RBHU;506673;6;126707;1238000;5480000;4136000
RBHU;174700;6;322849;1238000;4340000;4136000
RBHU;504367;6;212965;1238000;4950000;4136000
RBHU;874629;6;548754;1238000;5450000;4136000
RBHU;1483903;6;87662;1238000;5060000;4136000
RBHU;309346;6;264322;1238000;5310000;4136000
RBHU;230430;6;0;1238000;10370000;4136000
RBHU;1404819;6;20052;1238000;4290000;4136000
RBHU;660629;6;356431;1238000;10290000;4136000
RBHU;689462;6;24946;1238000;5920000;4136000
RBHU;1611787;6;1269644;1238000;5840000;4136000
RBHU;1533690;6;86871;1238000;4180000;4136000
RBHU;530579;6;7;1238000;23900000;4136000
RBHU;1364016;6;30871;1238000;9830000;4136000
RBHU;1332222;6;551497;1238000;6560000;4136000
RBHU;1516136;6;293685;1238000;5330000;4136000
RBHU;1931569;6;700366;1238000;4860000;4136000
RBHU;2282958;6;374186;1238000;7790000;4136000
RBHU;488506;6;10580;1238000;7080000;4136000
RBHU;2017965;6;374186;1238000;5060000;4136000
RBHU;1060729;6;264350;1238000;4220000;4136000
RBHU;1898707;6;5;1238000;23900000;4136000
RBHU;110975;6;225728;1238000;5990000;4136000
RBHU;1240569;6;162147;1238000;5900000;4136000
RBHU;1361294;6;112256;1238000;6140000;4136000
RBHU;77575;6;921819;1238000;5540000;4136000
RBHU;1626811;6;18564;1238000;4400000;4136000
RBHU;1043623;6;770702;1238000;4950000;4136000
RBHU;1514766;6;500972;1238000;5610000;4136000
RBHU;876911;6;695415;1238000;4190000;4136000
RBHU;139281;6;436;1238000;4670000;4136000
RBHU;1504354;6;259771;1238000;4640000;4136000
RBHU;301152;6;562047;1238000;5340000;4136000
RBHU;1461611;6;62364;1238000;4880000;4136000
RBHU;2124228;6;366905;1238000;5030000;4136000
RBHU;924757;6;113278;1238000;5180000;4136000
RBHU;698534;6;201333;1238000;4150000;4136000
RBHU;920191;6;74837;1238000;4490000;4136000
RBHU;712102;6;505633;1238000;6380000;4136000
RBHU;129113;6;782384;1238000;4490000;4136000
RBHU;514868;6;269070;1238000;9830000;4136000
RBHU;1913769;6;75119;1238000;5180000;4136000
RBHU;2014031;6;667622;1238000;4340000;4136000
RBHU;1612966;6;551497;1238000;9210000;4136000
RBHU;947343;6;399377;1238000;13000000;4136000
RBHU;125423;6;3;1238000;5470000;4136000
RBHU;2110133;6;1020359;1238000;8260000;4136000
RBHU;77155;6;737004;1238000;5010000;4136000
RBHU;474418;6;46478;1238000;38990000;4136000
RBHU;810625;6;112921;1238000;7070000;4136000
RBHU;776678;6;396362;1238000;5560000;4136000
RBHU;2024494;6;249919;1238000;5820000;4136000
RBHU;74831;6;43022;1238000;4150000;4136000
RBHU;447113;6;145589;1238000;6300000;4136000
RBHU;2194270;6;88576;1238000;4340000;4136000
RBHU;688941;6;249457;1238000;7690000;4136000
RBHU;1970140;6;122858;1238000;4440000;4136000
RBHU;194934;6;2;1238000;7560000;4136000
RBHU;624715;6;757790;1238000;5020000;4136000
RBHU;2114783;6;1247288;1238000;7570000;4136000
RBHU;1601947;6;915989;1238000;4670000;4136000
RBHU;111451;6;16817;1238000;5420000;4136000
RBHU;388794;6;190589;1238000;6280000;4136000
RBHU;193236;6;4;1238000;4670000;4136000
RBHU;2200614;6;489380;1238000;6700000;4136000
RBHU;327604;6;612878;1238000;9460000;4136000
RBHU;2064300;6;80004;1238000;4940000;4136000
RBHU;674859;6;16291;1238000;4630000;4136000
RBHU;524494;6;74837;1238000;4140000;4136000
RBHU;1331566;6;5;1238000;6380000;4136000
RBHU;551674;6;5803;1238000;5040000;4136000
RBHU;2188806;6;498915;1238000;4340000;4136000
RBHU;2287881;6;625400;1238000;8170000;4136000
RBHU;703760;6;157841;1238000;5030000;4136000
RBHU;670174;6;1307157;1238000;4100000;4136000
RBHU;76669;6;1270471;1238000;5800000;4136000
RBHU;2072752;6;124729;1238000;7900000;4136000
RBHU;430296;6;199566;1238000;7060000;4136000
RBHU;877270;6;12179;1238000;5740000;4136000
RBHU;784080;6;616118;1238000;5710000;4136000
RBHU;228914;6;31560;1238000;4560000;4136000
RBHU;192628;6;513471;1238000;8230000;4136000
RBHU;1402084;6;124729;1238000;7140000;4136000
RBHU;1431119;6;56141;1238000;4340000;4136000
RBHU;1216757;6;50056;1238000;5340000;4136000
RBHU;137730;6;350687;1238000;52000000;4136000
RBHU;86231;6;246;1238000;6140000;4136000
RBHU;874421;6;315402;1238000;7610000;4136000
RBHU;853701;6;474423;1238000;9600000;4136000
RBHU;1337344;6;110523;1238000;9210000;4136000
RBHU;134673;6;147383;1238000;5160000;4136000
RBHU;1512986;6;68575;1238000;5010000;4136000
RBHU;2195500;6;60566;1238000;5180000;4136000
RBHU;880245;6;607726;1238000;5850000;4136000
RBHU;782336;6;0;1238000;4570000;4136000
RBHU;192996;6;80190;1238000;4300000;4136000
RBHU;947345;6;474370;1238000;5950000;4136000
RBHU;534133;6;7310;1238000;5340000;4136000
RBHU;2122072;6;1267634;1238000;3890000;4136000
RBHU;429908;6;25752;1238000;7060000;4136000
RBHU;429866;6;550740;1238000;5860000;4136000
RBHU;2200690;6;155007;1238000;5480000;4136000
RBHU;2088283;6;24946;1238000;7810000;4136000
RBHU;727200;6;7125;1238000;5360000;4136000
RBHU;74974;6;448669;1238000;4660000;4136000
RBHU;1337345;6;110498;1238000;9210000;4136000
RBHU;708695;6;463574;1238000;9510000;4136000
RBHU;786800;6;949953;1238000;5240000;4136000
RBHU;1838389;6;101320;1238000;5480000;4136000
RBHU;1311522;6;69848;1238000;6390000;4136000
RBHU;530581;6;14;1238000;23900000;4136000
RBHU;1060731;6;310484;1238000;4220000;4136000
RBHU;1933174;6;500618;1238000;4550000;4136000
RBHU;1838541;6;163201;1238000;4830000;4136000
RBHU;192080;6;100906;1238000;5550000;4136000
RBHU;806371;6;13;1238000;23900000;4136000
RBKO;535624;6;300000;1520000;6450000;5080000
RBKO;1638268;6;505019;1520000;9820000;5080000
RBKO;1917664;6;608920;1520000;7260000;5080000
RBKO;132591;6;730539;1520000;5100000;5080000
RBKO;323018;6;251126;1520000;5790000;5080000
RBKO;873420;6;15000;1520000;5340000;5080000
RBKO;1976810;6;715707;1520000;6060000;5080000
RBKO;1056451;6;161816;1520000;6900000;5080000
RBKO;1205061;6;105001;1520000;5380000;5080000
RBKO;1515490;6;84615;1520000;6300000;5080000
RBKO;1929577;6;1015386;1520000;5110000;5080000
RBKO;125807;6;224185;1520000;9780000;5080000
RBKO;1929827;6;140898;1520000;9780000;5080000
RBKO;1913296;6;60175;1520000;6650000;5080000
RBKO;205262;6;992;1520000;6820000;5080000
RBKO;132429;6;13000;1520000;10270000;5080000
RBKO;1507381;6;1709786;1520000;6020000;5080000
RBKO;224674;6;725384;1520000;5420000;5080000
RBKO;2092926;6;613971;1520000;7210000;5080000
RBKO;1856158;6;102713;1520000;5750000;5080000
RBKO;699372;6;703083;1520000;1251000000;5080000
RBKO;1824728;6;183259;1520000;6840000;5080000
RBKO;282042;6;970384;1520000;5300000;5080000
RBKO;1913300;6;140600;1520000;6650000;5080000
RBKO;853321;6;448016;1520000;5610000;5080000
RBKO;1487132;6;108829;1520000;7800000;5080000
RBKO;811378;6;1063465;1520000;5200000;5080000
RBKO;1505425;6;204939;1520000;5150000;5080000
RBKO;162350;6;3500;1520000;10270000;5080000
RBKO;1615573;6;1040607;1520000;5240000;5080000
RBKO;184777;6;383856;1520000;7230000;5080000
RBKO;1522942;6;24857;1520000;7210000;5080000
RBKO;687974;6;265433;1520000;6450000;5080000
RBKO;628708;6;1617233;1520000;1800000;5080000
RBKO;744452;6;20000;1520000;7210000;5080000
RBKO;715051;6;750307;1520000;6060000;5080000
RBRO;1901217;6;5;1434000;4970000;4752000
RBRO;156528;6;198808;1434000;7160000;4752000
RBRO;1527100;6;582750;1434000;7260000;4752000
RBRO;1634871;6;539143;1434000;15260000;4752000
RBRO;1646108;6;30;1434000;7320000;4752000
RBRO;294310;6;252894;1434000;4900000;4752000
RBRO;752885;6;262653;1434000;5910000;4752000
RBRO;1513728;6;1481373;1434000;7800000;4752000
RBRO;187676;6;20204;1434000;4760000;4752000
RBRO;806438;6;38308;1434000;7260000;4752000
RBRO;1506536;6;27275;1434000;5520000;4752000
RBRO;700099;6;41;1434000;6040000;4752000
RBRO;958167;6;165673;1434000;8330000;4752000
RBRO;1934094;6;26;1434000;8380000;4752000
RBRO;1876952;6;82195;1434000;5940000;4752000
RBRO;871186;6;489066;1434000;6950000;4752000
RBRO;1428964;6;4791;1434000;5100000;4752000
RBRO;1027319;6;46489;1434000;5320000;4752000
RBRO;524845;6;443431;1434000;5470000;4752000
RBRO;744924;6;4;1434000;7280000;4752000
RBRO;920508;6;523349;1434000;5430000;4752000
RBRO;2057555;6;588468;1434000;4920000;4752000
RBRO;1323657;6;101020;1434000;6200000;4752000
RBRO;808143;6;284968;1434000;8490000;4752000
RBRO;178694;6;160605;1434000;5120000;4752000
RBRO;1901222;6;5;1434000;4970000;4752000
RBRO;927404;6;140138;1434000;4910000;4752000
RBRO;1335482;6;9229;1434000;4850000;4752000
RBRO;472541;6;518657;1434000;4950000;4752000
RBRO;652683;6;404081;1434000;4940000;4752000
RBRO;538097;6;270399;1434000;5940000;4752000
RBRO;1921378;6;41747;1434000;8380000;4752000
RBRO;725492;6;36057;1434000;4930000;4752000
RBRO;1906584;6;228525;1434000;6490000;4752000
RBRO;523750;6;1;1434000;4760000;4752000
RBRO;559518;6;22225;1434000;5390000;4752000
RBRO;705778;6;919354;1434000;6880000;4752000
RBRO;189211;6;6;1434000;4780000;4752000
RBRO;152201;6;463529;1434000;5770000;4752000
RBRO;1582463;6;12;1434000;6080000;4752000
RBRO;845989;6;230785;1434000;4840000;4752000
RBRO;854381;6;187217;1434000;5230000;4752000
RBRO;2030380;6;22;1434000;5680000;4752000
RBRO;878863;6;208445;1434000;6490000;4752000
RBRO;1803821;6;124448;1434000;8610000;4752000
RBRO;1345358;6;2312;1434000;5230000;4752000
RBRO;1230335;6;42235;1434000;9710000;4752000
RBRO;2099493;6;99;1434000;5480000;4752000
RBRO;689786;6;8;1434000;5890000;4752000
RBRO;929182;6;550083;1434000;6500000;4752000
RBRO;756342;6;160327;1434000;9080000;4752000
RBRO;465440;6;1115651;1434000;8310000;4752000
RBRO;931493;6;279343;1434000;5100000;4752000
RBRO;1457611;6;60612;1434000;5160000;4752000
RBRO;1356734;6;304019;1434000;6490000;4752000
RBRO;1215404;6;433401;1434000;4810000;4752000
RBRO;876663;6;56966;1434000;8310000;4752000
RBRO;652785;6;183351;1434000;6880000;4752000
RBRO;1930551;6;101196;1434000;10300000;4752000
RBRO;1589866;6;45087;1434000;5830000;4752000
RBRO;2191961;6;708605;1434000;4780000;4752000
RBRO;808286;6;191939;1434000;7220000;4752000
RBRO;1794991;6;338265;1434000;6420000;4752000
RBRO;1523944;6;16190;1434000;6160000;4752000
RBRO;1900908;6;850335;1434000;6030000;4752000
RBRO;1800349;6;315588;1434000;4820000;4752000
RBRO;1991629;6;15866;1434000;5680000;4752000
RBRO;1356791;6;110779;1434000;5030000;4752000
RBRO;749989;6;20204;1434000;6120000;4752000
RBRO;1230370;6;188;1434000;5790000;4752000
RBRO;1629480;6;226352;1434000;4800000;4752000
RBRO;923984;6;423345;1434000;5380000;4752000
RBRO;931188;6;6;1434000;4910000;4752000
RBRO;927224;6;121560;1434000;5430000;4752000
RBRO;1601792;6;20228;1434000;6880000;4752000
RBRO;513685;6;462138;1434000;8830000;4752000
RBRO;1328707;6;104052;1434000;8320000;4752000
RBRO;926584;6;40408;1434000;5090000;4752000
RBRO;724493;6;111418;1434000;4930000;4752000
RBRO;2198188;6;64542;1434000;6070000;4752000
RBRO;145828;6;177922;1434000;5740000;4752000
RBRO;679072;6;90;1434000;5790000;4752000
RBRO;764462;6;140117;1434000;5330000;4752000
RBRO;957968;6;50434;1434000;10310000;4752000
RBRO;926296;6;85197;1434000;6890000;4752000
RBRO;1582825;6;54678;1434000;5380000;4752000
RBRO;1409146;6;80939;1434000;9080000;4752000
RBRO;547004;6;70715;1434000;10360000;4752000
RBRO;1782416;6;649827;1434000;5180000;4752000
RBRO;780827;6;471054;1434000;9710000;4752000
RBRO;1490302;6;5;1434000;4910000;4752000
RBRO;1455306;6;86689;1434000;5750000;4752000
RBRO;2205850;6;202424;1434000;10300000;4752000
RBRO;137407;6;301587;1434000;5520000;4752000
RBRO;464814;6;206689;1434000;4810000;4752000
RBRO;2032748;6;5;1434000;8320000;4752000
RBRO;1929761;6;279692;1434000;6010000;4752000
RBRO;783893;6;359627;1434000;5520000;4752000
RBRO;1475828;6;108092;1434000;7800000;4752000
RBRO;2029933;6;1;1434000;5190000;4752000
RBRO;1241109;6;502734;1434000;15260000;4752000
RBRO;2099492;6;124;1434000;5480000;4752000
RBRO;793039;6;118376;1434000;9080000;4752000
RBRO;246962;6;175636;1434000;6960000;4752000
RBRO;1997675;6;7273;1434000;5120000;4752000
RBRO;959730;6;2;1434000;4910000;4752000
RBRO;736713;6;3;1434000;6020000;4752000
RBRO;688435;6;161636;1434000;5890000;4752000
RBRO;926391;6;749634;1434000;4790000;4752000
RBRO;927258;6;257440;1434000;5030000;4752000
RBRO;1500140;6;33340;1434000;7260000;4752000
RBRO;869738;6;27042;1434000;5430000;4752000
RBRO;932792;6;807206;1434000;5260000;4752000
RBRO;1503296;6;762012;1434000;4800000;4752000
RBRO;539538;6;387488;1434000;6250000;4752000
RBRO;930833;6;182273;1434000;5800000;4752000
RBRO;746244;6;677519;1434000;6120000;4752000
RBRO;1323403;6;35163;1434000;4970000;4752000
RBRO;239542;6;511936;1434000;4990000;4752000
RBRO;930997;6;258009;1434000;6430000;4752000
RBRO;930733;6;21970;1434000;5180000;4752000
RBRO;756554;6;222971;1434000;10360000;4752000
RBRO;1327823;6;515567;1434000;5740000;4752000
RBRO;695349;6;4;1434000;22310000;4752000
RBRO;151402;6;14143;1434000;5300000;4752000
RBRO;492780;6;60639;1434000;6960000;4752000
RBRO;1582830;6;5;1434000;5520000;4752000
RBRO;691580;6;4791;1434000;4780000;4752000
RBRO;1268748;6;423382;1434000;5170000;4752000
RBRO;915167;6;311239;1434000;7500000;4752000
RBRO;927210;6;308038;1434000;6480000;4752000
RBRO;546643;6;16179;1434000;5740000;4752000
RBRO;1981508;6;41;1434000;5240000;4752000
RBRO;741267;6;5;1434000;4900000;4752000
RBRO;921966;6;11;1434000;11400000;4752000
RBRO;756224;6;43;1434000;4900000;4752000
RBRO;1211174;6;1024753;1434000;6340000;4752000
RBRO;759213;6;8082;1434000;7200000;4752000
RBRO;1883668;6;4;1434000;4900000;4752000
RBRO;714690;6;168688;1434000;5740000;4752000
RBRO;922565;6;65663;1434000;5060000;4752000
RBRO;2035076;6;81079;1434000;4970000;4752000
RBRO;768707;6;243147;1434000;4930000;4752000
RBRO;430788;6;3394;1434000;9580000;4752000
RBRO;1504707;6;11585;1434000;6960000;4752000
RBRO;1802384;6;3486;1434000;7260000;4752000
RBRO;134463;6;446183;1434000;9580000;4752000
RBRO;2091916;6;3;1434000;4820000;4752000
RBRO;522229;6;111122;1434000;9580000;4752000
RBRO;928560;6;574365;1434000;10310000;4752000
RBRO;930559;6;378155;1434000;5000000;4752000
RBRO;2055675;6;22121;1434000;5920000;4752000
RBRO;1357587;6;51642;1434000;5620000;4752000
RBRO;692813;6;845536;1434000;6960000;4752000
RBRO;140396;6;443235;1434000;5560000;4752000
RBRO;785275;6;29;1434000;4900000;4752000
RBRO;1646114;6;27;1434000;7320000;4752000
RBRO;1409152;6;4;1434000;9080000;4752000
RBRO;1971207;6;967633;1434000;5140000;4752000
RBRO;2097240;6;20204;1434000;5480000;4752000
RBRO;1361827;6;492006;1434000;7300000;4752000
RBRO;124204;6;24843;1434000;5380000;4752000
RBRO;464184;6;200251;1434000;10990000;4752000
RBRO;1042907;6;361702;1434000;6450000;4752000
RBRO;247607;6;1120714;1434000;9710000;4752000
RBRO;1448623;6;158962;1434000;5580000;4752000
RBRO;929144;6;44905;1434000;9710000;4752000
RBRO;187232;6;125341;1434000;4900000;4752000
RBRO;1535630;6;796276;1434000;4760000;4752000
RBRO;779984;6;420589;1434000;6450000;4752000
RBRO;1192793;6;466064;1434000;6490000;4752000
RBRO;1328431;6;280551;1434000;7190000;4752000
RBRO;700100;6;3435;1434000;6040000;4752000
RBRO;1508061;6;19063;1434000;6960000;4752000
RBRO;1778877;6;585202;1434000;6700000;4752000
RBRO;732449;6;182140;1434000;4840000;4752000
RBRO;1875763;6;9;1434000;6040000;4752000
RBRO;522917;6;141890;1434000;6280000;4752000
RBRO;304826;6;279305;1434000;4980000;4752000
RBRO;404092;6;657788;1434000;10360000;4752000
RBRO;2035888;6;77;1434000;7260000;4752000
RBRO;161972;6;9397;1434000;5690000;4752000
RBRO;1063556;6;28074;1434000;5360000;4752000
RBRO;929699;6;6825;1434000;6160000;4752000
RBRO;162919;6;899410;1434000;4820000;4752000
RBRO;664923;6;143653;1434000;6090000;4752000
RBRO;653152;6;45655;1434000;5690000;4752000
RBRO;888374;6;202716;1434000;5170000;4752000
RBRO;1836457;6;26939;1434000;5240000;4752000
RBRO;1892300;6;6;1434000;4900000;4752000
RBRO;850345;6;788081;1434000;5100000;4752000
RBRO;600306;6;8087;1434000;4970000;4752000
RBRO;321309;6;101020;1434000;9150000;4752000
RBRO;1328698;6;45486;1434000;4970000;4752000
RBRO;131897;6;872;1434000;5620000;4752000
RBRO;924211;6;6015;1434000;11020000;4752000
RBRO;186762;6;162771;1434000;4850000;4752000
RBRO;1901416;6;14815;1434000;5190000;4752000
RBRO;1412419;6;5;1434000;22310000;4752000
RBRO;1527153;6;2136;1434000;7260000;4752000
RBRO;679068;6;219033;1434000;5790000;4752000
RBRO;726815;6;181936;1434000;4840000;4752000
RBRO;727716;6;353571;1434000;4920000;4752000
RBRO;498081;6;1;1434000;5920000;4752000
RBRO;205372;6;80816;1434000;10310000;4752000
RBRO;534184;6;737809;1434000;10070000;4752000
RBRO;2069756;6;244;1434000;5620000;4752000
RBRO;929582;6;510842;1434000;5010000;4752000
RBRO;2122441;6;5;1434000;17830000;4752000
RBRO;394889;6;656632;1434000;5010000;4752000
RBRO;209816;6;1061;1434000;22310000;4752000
RBRO;1506911;6;2;1434000;5920000;4752000
RBRS;2211689;6;100498;1016000;3200000;3039000
RBRS;1062865;6;124277;1016000;3490000;3039000
RBRS;155497;6;112179;1016000;4710000;3039000
RBRS;1893298;6;366001;1016000;5660000;3039000
RBRS;537930;6;34316;1016000;3220000;3039000
RBRS;886697;6;266433;1016000;3380000;3039000
RBRS;682030;6;255605;1016000;3990000;3039000
RBRS;649228;6;212319;1016000;3280000;3039000
RBRS;2311754;6;698020;1016000;3360000;3039000
RBRS;1875756;6;183890;1016000;3310000;3039000
RBRS;1500239;6;35570;1016000;3170000;3039000
RBRS;1391267;6;15369;1016000;3500000;3039000
RBRS;757341;6;51141;1016000;3520000;3039000
RBRS;505656;6;43471;1016000;5550000;3039000
RBRS;153791;6;543533;1016000;3560000;3039000
RBRS;664207;6;270065;1016000;4320000;3039000
RBRS;885744;6;93980;1016000;3590000;3039000
RBRS;159428;6;270305;1016000;3680000;3039000
RBRS;2105709;6;70208;1016000;4530000;3039000
RBRS;1828674;6;239329;1016000;3090000;3039000
RBRS;55732;6;55000;1016000;3360000;3039000
RBRS;1505069;6;32;1016000;3050000;3039000
RBRS;1608138;6;16600;1016000;3710000;3039000
RBRS;675740;6;288115;1016000;3440000;3039000
RBRS;1587337;6;500000;1016000;3190000;3039000
RBRS;1575666;6;530903;1016000;3240000;3039000
RBRS;944500;6;8568;1016000;3360000;3039000
RBRS;174562;6;198025;1016000;3450000;3039000
RBRS;710610;6;164788;1016000;3190000;3039000
RBRS;809898;6;200000;1016000;3980000;3039000
RBRS;236104;6;50987;1016000;3250000;3039000
RBRS;799422;6;1174567;1016000;3010000;3039000
RBRS;934079;6;85344;1016000;3870000;3039000
RBRS;1204060;6;6843;1016000;4450000;3039000
RBRS;1537953;6;5;1016000;3310000;3039000
RBRS;659548;6;171629;1016000;3370000;3039000
RBRS;923497;6;9876;1016000;5480000;3039000
RBRS;1404078;6;290264;1016000;3650000;3039000
RBRS;1985174;6;116441;1016000;3690000;3039000
RBRS;879986;6;156238;1016000;4170000;3039000
RBRS;848392;6;526911;1016000;4250000;3039000
RBRS;726774;6;356133;1016000;3570000;3039000
RBRS;1394503;6;89621;1016000;3430000;3039000
RBRS;1832111;6;149553;1016000;6920000;3039000
RBRS;1332788;6;272253;1016000;3360000;3039000
RBRS;2037493;6;57534;1016000;4880000;3039000
RBRS;717933;6;8556;1016000;3270000;3039000
RBRS;1616438;6;29573;1016000;3230000;3039000
RBRS;945591;6;241319;1016000;4690000;3039000
RBRS;1042943;6;15998;1016000;3310000;3039000
RBRS;2072548;6;39781;1016000;5340000;3039000
RBRS;1629560;6;46411;1016000;5220000;3039000
RBRS;1838732;6;92842;1016000;3990000;3039000
RBRS;135837;6;684988;1016000;5650000;3039000
RBRS;911317;6;130000;1016000;5280000;3039000
RBRS;2040145;6;30166;1016000;4510000;3039000
RBRS;705526;6;144435;1016000;3120000;3039000
RBRS;292521;6;210228;1016000;4020000;3039000
RBRS;717934;6;8;1016000;3270000;3039000
RBRS;688002;6;299316;1016000;4040000;3039000
RBRS;292516;6;359815;1016000;3270000;3039000
RBRS;2035232;6;162249;1016000;5260000;3039000
RBRS;717250;6;297613;1016000;4160000;3039000
